"","rollcall_id","decision_summary","decision_date","rollcall_subject","session_id","legislator_id","legislator_name","legislator_state","legislator_party","legislator_vote","number_bill","year_bill","ano"
"1","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","141417","Edio Lopes","RR","PL","Sim","897","2019",2020
"2","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204465","Haroldo Cathedral","RR","PSD",NA,"897","2019",2020
"3","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178959","Hiran Goncalves","RR","PP",NA,"897","2019",2020
"4","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","160531","Jhonatan de Jesus","RR","REPUBLICAN",NA,"897","2019",2020
"5","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204468","Joenia Wapichana","RR","REDE","Sim","897","2019",2020
"6","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204479","Nicoletti","RR","PSL","Sim","897","2019",2020
"7","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204475","Otaci Nascimento","RR","Solidaried","Sim","897","2019",2020
"8","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178961","Sheridan","RR","PSDB","Sim","897","2019",2020
"9","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204379","Acacio Favacho","AP","PROS","Sim","897","2019",2020
"10","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204353","Aline Gurgel","AP","REPUBLICAN",NA,"897","2019",2020
"11","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178831","Andre Abdon","AP","PP","Sim","897","2019",2020
"12","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204352","Camilo Capiberibe","AP","PSB","Obstrucao","897","2019",2020
"13","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204375","Leda Sadala","AP","Avante",NA,"897","2019",2020
"14","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","160645","Luiz Carlos","AP","PSDB",NA,"897","2019",2020
"15","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","160641","Professora Marcivania","AP","PCdoB","Obstrucao","897","2019",2020
"16","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204495","Airton Faleiro","PA","PT",NA,"897","2019",2020
"17","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","141335","Beto Faro","PA","PT",NA,"897","2019",2020
"18","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204499","Cassio Andrade","PA","PSB","Sim","897","2019",2020
"19","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204496","Celso Sabino","PA","PSDB","Sim","897","2019",2020
"20","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","135054","Cristiano Vale","PA","PL","Sim","897","2019",2020
"21","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178908","Delegado Eder Mauro","PA","PSD",NA,"897","2019",2020
"22","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","134812","Edmilson Rodrigues","PA","PSOL","Obstrucao","897","2019",2020
"23","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204500","Eduardo Costa","PA","PTB",NA,"897","2019",2020
"24","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","74075","Elcione Barbalho","PA","MDB",NA,"897","2019",2020
"25","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178909","Helio Leite","PA","DEM","Sim","897","2019",2020
"26","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178910","Joaquim Passarinho","PA","PSD","Sim","897","2019",2020
"27","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","74079","Jose Priante","PA","MDB","Sim","897","2019",2020
"28","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204497","Junior Ferrari","PA","PSD",NA,"897","2019",2020
"29","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","74352","Nilson Pinto","PA","PSDB","Sim","897","2019",2020
"30","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204498","Olival Marques","PA","DEM","Sim","897","2019",2020
"31","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204538","Paulo Bengtson","PA","PTB","Sim","897","2019",2020
"32","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204505","Vava Martins","PA","Republican","Sim","897","2019",2020
"33","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204572","Capitao Alberto Neto","AM","Republican","Sim","897","2019",2020
"34","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","74090","Atila Lins","AM","PP","Sim","897","2019",2020
"35","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204551","Bosco Saraiva","AM","Solidaried","Sim","897","2019",2020
"36","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204569","Delegado Pablo","AM","PSL","Sim","897","2019",2020
"37","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204555","Jose Ricardo","AM","PT","Obstrucao","897","2019",2020
"38","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204556","Marcelo Ramos","AM","PL","Sim","897","2019",2020
"39","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204557","Sidney Leite","AM","PSD",NA,"897","2019",2020
"40","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","74356","Silas Camara","AM","Republican","Sim","897","2019",2020
"41","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204378","Coronel Chrisostomo","RO","PSL","Sim","897","2019",2020
"42","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178953","Expedito Netto","RO","PSD","Sim","897","2019",2020
"43","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","108338","Jaqueline Cassol","RO","PP","Sim","897","2019",2020
"44","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204359","Leo Moraes","RO","Podemos","Sim","897","2019",2020
"45","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178954","Lucio Mosquini","RO","MDB",NA,"897","2019",2020
"46","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178956","Mariana Carvalho","RO","PSDB",NA,"897","2019",2020
"47","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","141508","Mauro Nazif","RO","PSB","Sim","897","2019",2020
"48","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204360","Silvia Cristina","RO","PDT","Sim","897","2019",2020
"49","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178836","Alan Rick","AC","DEM","Sim","897","2019",2020
"50","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","141434","Flaviano Melo","AC","MDB","Sim","897","2019",2020
"51","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","178839","Jessica Sales","AC","MDB","Sim","897","2019",2020
"52","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204435","Jesus Sergio","AC","PDT","Sim","897","2019",2020
"53","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204469","Manuel Marcos","AC","Republican","Sim","897","2019",2020
"54","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204471","Mara Rocha","AC","PSDB","Sim","897","2019",2020
"55","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","73943","Perpetua Almeida","AC","PCdoB","Obstrucao","897","2019",2020
"56","MPV-897-2019-1","Aprovado, em apreciacao preliminar, o Parecer da Comissao Mista, na parte em que manifesta opiniao favoravel quanto ao atendimento dos pressupostos constitucionais de relevancia e urgencia e de sua adequacao financeira e orcamentaria, nos termos do artigo 8º da Resolucao nº 01, de 2002-CN. Sim 293; nao 2; total 295.","11/2/2020","PARECER DA C.M P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS...","17038","204434","Dra. Vanda Milani","AC","Solidaried","Sim","897","2019",2020
